NCESSCH,free_lunches
220180001661,39
220180001695,57
220180001846,38
220180002009,45
220180002273,58
220183000192,65
220183000970,55
220183001405,40
220183001406,81
220183001407,62
220183001408,45
220183001409,48
220183001410,51
220183001411,58
220183001412,65
220183001413,64
220183001414,59
220183001415,41
220183001416,56
220183001417,65
220183001418,75
220183001664,51
220183001665,59
220183001847,52
220186001420,76
220186001421,82
220186001422,81
220186001423,87
220186001424,73
220186001425,79
220186001426,88
220186001427,92
220186001429,98
220186001431,99
220189001432,73
220189001433,78
220189001435,58
220189001436,69
220189001439,81
220189001440,69
220189001442,75
220189001444,56
220189001445,82
220189001446,75
220189001447,67
220189001448,67
220189001450,47
220189001451,64
220189001455,71
220189001537,0
220192000419,61
220192000448,55
220192001457,45
220192001458,56
220192001459,89
220192001460,95
220192001461,87
220192001463,96
220192001464,80
220192001548,94
220195001467,90
220195001469,76
220195001471,74
220195001472,71
220195002011,74
220198001276,54
220198001474,54
220198001476,45
220198002012,57
220201001478,80
220201001479,62
220201001480,64
220201001481,80
220201001484,78
220201001486,71
220201001487,66
220201001673,0
228010001596,0
228010001607,70
228010001608,91
228010001609,63
228010001611,0
228010001614,91
228010001619,92
228010001621,81
228010001624,81
228010001626,73
228010001627,73
228010001725,81
228010001727,0
228010001729,0
228010001730,95
228010001732,0
228010002014,89
228010002015,75
228010002016,63
228010002345,0
228010002351,0
228010002355,0
228010002356,0
228010002372,0
230000800455,35
230000900032,24
230004900293,0
230005000377,0
230005100381,0
230005300504,30
230005600547,93
230006200560,76
230006501020,36
230006700561,52
230006800564,50
230222000001,46
230228000975,81
230250000007,51
230251000906,45
230261000012,48
230261000013,45
230261000014,35
230261000018,55
230261000020,70
230261000021,78
230261000626,60
230261000907,51
230264000040,39
230264000042,49
230264000057,0
230264001002,48
230264001003,50
230264023118,47
230273000044,69
230273000045,95
230282000046,52
230282000047,45
230282000049,91
230282000050,65
230282000051,61
230282000053,34
230282000054,35
230282000058,61
230282001004,34
230282001005,36
230285000060,15
230295000070,70
230315000064,0
230315000072,49
230315000076,63
230315000622,63
230315001017,53
230315001042,62
230321000079,34
230329000080,53
230329000081,57
230351000084,58
230351023130,40
230360000090,40
230361000254,44
230364000094,37
230378000096,31
230378000097,39
230378000268,26
230378023129,36
230387000074,0
230387000105,75
230387000106,79
230393000108,7
230393000109,6
230393000110,5
230408000117,33
230411000118,90
230416000119,68
230462000123,67
230489000125,25
230489500127,30
230489500509,45
230528000133,95
230528000134,92
230530000249,0
230531000135,46
230531000136,45
230536000138,92
230536000912,67
230538000139,85
230540000140,38
230567000145,5
230567000914,6
230567023132,6
230597000154,36
230600000155,37
230606000158,21
230606000160,20
230606000688,24
230606000915,29
230606023126,26
230616000916,47
230618000165,70
230625023138,73
230633000167,57
230651000168,23
230651000169,27
230651000281,45
230661000980,34
230678000170,0
230681000171,40
230687000175,46
230690000177,67
230710000917,73
230714000182,34
230714000183,34
230714000184,27
230718000241,0
230732000091,0
230732000187,66
230732000190,64
230732000191,69
230732000192,70
230732000193,81
230732000194,93
230732000196,62
230732023113,65
230745000601,42
230753000202,48
230753000204,58
230753000583,52
230759000208,50
230771000209,92
230771000210,99
230771000981,0
230780000214,40
230780000282,47
230816000220,94
230825000222,60
230828000224,65
230828000227,62
230834000229,0
230840000920,69
230849000232,15
230850000061,33
230870000285,84
230894000237,47
230910000233,0
230911000247,0
230933000255,29
230939000257,67
230956000259,76
230963000260,58
230965001006,65
230993000130,0
230993000267,0
230993000269,56
230993000271,43
230993000272,36
230993000273,70
230993000274,55
230993000275,53
230993000277,26
230993000278,56
230993000279,75
230993000283,28
230993000284,54
230993000286,76
230993000603,44
230993001007,74
230993023131,48
230999001029,93
231019000299,60
231050000137,0
231050000312,0
231050000313,77
231050000316,60
231050000317,66
231050000318,0
231050000983,57
231050001030,67
231050023143,70
231053000319,14
231053000321,17
231053000324,11
231053000325,15
231053000326,19
231053000923,18
231059000023,56
231059000024,64
231059000300,36
231059000329,49
231059000330,56
231059000332,62
231059000335,69
231062000337,46
231065000341,81
231065000342,70
231065000343,71
231068000344,97
231071000346,32
231071000347,42
231071000348,36
231071000420,36
231071001019,37
231077000354,84
231077000361,60
231077000362,65
231077000363,69
231077000555,48
231077000607,71
231077000925,74
231077000984,63
231077001032,54
231077001051,76
231083000365,86
231086000152,0
231086000367,60
231086000369,38
231086000370,58
231086000371,42
231086000372,50
231086000464,0
231089000375,51
231089001052,60
231098000353,47
231098000390,47
231098000391,53
231101000176,0
231101000396,59
231101001059,65
231110000404,65
231110000405,51
231110000406,53
231110000408,79
231110000409,43
231110023137,49
231113000412,25
231113000413,33
231116000035,61
231116000301,58
231116000415,70
231116000416,54
231116000421,69
231122000029,85
231122000427,90
231122023121,68
231125000043,71
231125000431,70
231125000432,63
231128023125,69
231131000178,0
231131000437,54
231131000439,46
231137000451,23
231137000452,22
231137000453,19
231137000454,28
231137000491,0
231143000463,65
231143000465,77
231143000466,66
231143000928,61
231152000471,65
231152000472,74
231152000473,64
231152000474,72
231152000475,69
231152000476,81
231152000477,66
231152000478,61
231155000482,53
231155000483,53
231155000484,68
231155000485,60
231155000486,55
231155000508,62
231155023111,65
231158000492,90
231158000493,79
231158000929,0
231158000989,79
231161000497,53
231161000499,66
231167000505,80
231167000506,51
231167000510,59
231167000990,62
231167001010,65
231170000514,51
231170001033,61
231173023119,76
231173023120,61
231179000531,28
231179000532,38
231179000535,43
231179000536,52
231179000538,38
231179000543,39
231179000930,44
231179023123,39
231182000544,0
231185000731,50
231191001056,50
231210000958,18
231210000959,12
231210000960,0
231214001045,58
231226000215,0
231230000572,52
231232000253,0
231233000033,53
231233000574,37
231233000575,27
231233000578,20
231233000581,37
231233000585,36
231233000586,30
231233000716,57
231236000588,38
231237000216,0
231239000589,27
231275000993,48
231296000594,37
231298000595,62
231308000596,55
231311001046,54
231314000384,30
231321000219,0
231335000144,0
231335000604,74
231335000605,68
231335000606,56
231335000934,60
231349000611,24
231349000612,21
231349000613,21
231350001048,0
231356000147,0
231356000616,55
231356000618,68
231356000621,66
231356000623,51
231356000624,59
231386000034,54
231386000638,44
231386000639,41
231397000641,40
231397000643,37
231397000732,27
231401000647,61
231410000031,11
231410000650,10
231410000651,11
231410000652,9
231413000653,14
231413000654,13
231413000655,17
231413001049,19
231416000027,42
231416000656,38
231416000657,39
231416000658,36
231416000659,51
231416000660,42
231419000661,51
231419000662,61
231419000667,53
231419000995,74
231419001057,61
231421000052,52
231421000189,0
231421000670,62
231421000673,49
231421000675,51
231421000939,54
231424000577,9
231424000679,8
231424000681,11
231424000682,10
231430000686,92
231430000690,96
231430000941,63
231430001011,89
231433000691,65
231433000695,52
231433000696,60
231433000698,69
231433000997,70
231433001037,63
231441000713,0
231444000714,67
231444000715,49
231444000717,55
231444000718,60
231444000719,44
231444000943,58
231444000944,50
231447000720,39
231447000721,29
231447000722,28
231453000179,0
231453000734,67
231453023115,68
231456000567,73
231456000998,75
231456001012,71
231459000185,0
231459000746,67
231459000751,66
231459000753,66
231459000755,58
231459000756,64
231459000948,73
231459023112,65
231461000620,1
231461000760,53
231461000763,53
231461000764,43
231467000775,40
231467000778,39
231467000779,45
231467000951,35
231467000999,32
231467001013,53
231467001058,42
231470000512,43
231470000781,48
231470000783,46
231470001001,32
231470023135,41
231476100794,55
231476123108,60
231476200795,56
231476200797,71
231476500805,64
231476500807,57
231476501025,44
231476501026,50
231476700541,77
231476700812,63
231476700954,62
231476700955,61
231476800055,38
231476800815,48
231476800816,46
231476800817,46
231476800819,34
231476800821,32
231476801055,38
231477100676,13
231477200062,51
231477200063,0
231477200067,58
231477200068,33
231477200069,55
231477200263,40
231477200615,32
231477200648,33
231477300008,33
231477300580,26
231477300799,16
231477300800,16
231477300801,18
231477301054,19
231477500218,52
231477500228,36
231477500265,43
231477500436,32
231477500438,37
231477600131,58
231477600230,45
231477600231,41
231477600296,49
231477600298,41
231477600350,30
231477600352,34
231477601008,50
231477601018,39
231477601031,38
231477700787,72
231477700788,61
231477700789,67
231477800251,30
231477800252,0
231477800297,28
231477900121,53
231477900694,42
231477900701,45
231477900702,32
231477900704,55
231477900705,27
231477901023,58
231477901043,52
231478000120,55
231478000258,36
231478000571,0
231478000625,49
231478000633,53
231478000644,17
231478000645,44
231478000646,53
231478200082,46
231478200246,55
231478200248,53
231478200699,54
231478201041,53
231478300205,52
231478300207,38
231478300609,56
231478323122,47
231478323124,51
231478400124,0
231478400238,46
231478400240,52
231478400306,40
231478400307,4
231478400308,32
231478400309,23
231478400712,0
231478400921,9
231478500467,61
231478500552,67
231478500569,57
231478500724,62
231478500725,71
231478500727,57
231478500729,53
231478500945,56
231478700414,58
231478700524,40
231478700527,46
231478700530,69
231478700707,53
231478700709,58
231478700710,57
231478700942,52
231478723127,56
231478723128,52
231478800217,30
231478800234,35
231478800235,52
231478800294,43
231478800540,41
231478800608,53
231478900132,25
231478900149,17
231478900153,21
231478900683,12
231478900979,20
231478901044,23
231479000078,0
231479000148,61
231479000166,52
231479000186,43
231479000270,41
231479000403,71
231479000566,68
231479000591,79
231479000640,59
231479023117,42
231479100026,74
231479100048,55
231479100440,53
231479100443,79
231479100444,56
231479100446,48
231479100448,81
231479100450,51
231479100556,56
231479100766,0
231479100768,66
231479100770,72
231479100950,33
231479300292,36
231479300503,33
231479300629,34
231479300631,37
231479300632,30
231479301034,35
231479400077,0
231479400111,54
231479400113,46
231479400114,56
231479400116,57
231479400200,79
231479500302,77
231479500303,71
231479500382,52
231479500470,64
231479500502,82
231479500823,80
231479500927,61
231479501053,62
231479523114,68
231479600102,30
231479600103,58
231479600685,49
231479601027,53
231480300291,38
231480500172,41
231480500173,0
231480500174,0
231480500456,40
231480500458,0
231480523133,59
231480523142,48
231480600397,64
231480600398,74
231480600590,72
231480723136,37
231480823134,29
231480900157,0
231480900163,56
231480900548,61
231480900549,51
231480900550,53
231480900553,58
231480900933,66
231480901050,53
231481223141,10
231481323140,20
231481400461,79
231481500030,47
231481500164,24
231481500385,23
231481500386,23
231481500387,24
231481500388,54
231481500389,67
231481623139,34
231481700742,72
231481801035,92
240002701669,62
240003000001,44
240003000003,59
240003000005,48
240003000006,50
240003000007,56
240003000010,54
240003000014,61
240003000015,52
240003000016,33
240003000017,68
240003000019,88
240003000023,44
240003000024,59
240003000026,58
240003000030,53
240003000031,63
240003000032,72
240003000033,69
240003000886,0
240003001338,58
240003001359,76
240003001389,0
240003001545,0
240003001546,56
240003001636,41
240003002942,0
240006000035,64
240006000036,54
240006000037,42
240006000038,9
240006000039,22
240006000040,15
240006000041,44
240006000042,25
240006000043,83
240006000044,18
240006000045,3
240006000046,10
240006000047,11
240006000048,37
240006000049,59
240006000050,52
240006000051,12
240006000053,13
240006000054,14
240006000055,10
240006000056,23
240006000058,16
240006000059,53
240006000060,8
240006000061,5
240006000062,6
240006000063,20
240006000064,86
240006000065,29
240006000066,70
240006000067,5
240006000068,23
240006000069,14
240006000071,54
240006000072,38
240006000073,85
240006000074,65
240006000075,41
240006000076,59
240006000077,56
240006000078,44
240006000079,42
240006000080,33
240006000081,79
240006000082,29
240006000083,41
240006000084,6
240006000085,32
240006000086,82
240006000087,52
240006000088,20
240006000089,46
240006000090,42
240006000091,12
240006000092,38
240006000093,71
240006000094,43
240006000095,57
240006000096,76
240006000097,17
240006000098,77
240006000099,37
240006000100,15
240006000102,66
240006000103,30
240006000104,11
240006000105,47
240006000106,39
240006000107,39
240006000108,33
240006000109,33
240006000110,47
240006000111,79
240006000112,85
240006000113,25
240006000114,35
240006000116,49
240006000117,38
240006000118,49
240006000119,21
240006000120,56
240006000121,39
240006000122,25
240006000123,34
240006000124,13
240006000125,7
240006000126,3
240006000127,5
240006000128,24
240006000129,32
240006000130,20
240006000131,26
240006000132,23
240006000133,52
240006000134,29
240006000135,33
240006000136,84
240006000137,84
240006000138,22
240006000139,15
240006000140,33
240006000142,71
240006000823,55
240006000824,82
240006000899,0
240006000905,0
240006000906,0
240006001401,19
240006001402,10
240006001403,11
240006001421,2
240006001425,43
240006001515,67
240006001516,22
240006001517,25
240006001645,29
240006001658,11
240006001687,26
240006001714,35
240006002944,13
240006090441,42
240006090462,0
240009000143,94
240009000145,95
240009000146,95
240009000147,93
240009000148,93
240009000149,91
240009000150,57
240009000151,56
240009000152,96
240009000153,98
240009000154,94
240009000155,93
240009000156,97
240009000157,85
240009000158,99
240009000160,95
240009000161,95
240009000163,98
240009000164,98
240009000167,93
240009000168,86
240009000169,94
240009000171,94
240009000174,88
240009000175,99
240009000176,90
240009000178,93
240009000179,96
240009000180,98
240009000182,79
240009000183,95
240009000184,96
240009000186,93
240009000187,99
240009000188,98
240009000189,99
240009000192,98
240009000193,99
240009000194,82
240009000196,99
240009000199,90
240009000201,72
240009000203,83
240009000204,97
240009000205,79
240009000208,99
240009000209,88
240009000210,96
240009000211,98
240009000212,94
240009000213,80
240009000215,95
240009000219,84
240009000220,94
240009000221,99
240009000222,88
240009000223,95
240009000224,94
240009000226,94
240009000228,0
240009000229,94
240009000231,81
240009000233,79
240009000234,75
240009000236,99
240009000239,98
240009000241,82
240009000243,99
240009000244,95
240009000246,93
240009000247,97
240009000253,99
240009000255,97
240009000256,99
240009000257,92
240009000258,99
240009000260,97
240009000264,95
240009000265,98
240009000266,96
240009000268,79
240009000270,93
240009000273,97
240009000276,89
240009000277,94
240009000278,99
240009000279,61
240009000280,73
240009000281,94
240009000282,94
240009000284,86
240009000285,89
240009000286,44
240009000289,97
240009000292,77
240009000293,87
240009000296,0
240009000297,83
240009000298,70
240009000299,98
240009000303,97
240009000305,95
240009000306,31
240009000307,95
240009000309,96
240009000310,96
240009000312,99
240009000313,95
240009000319,97
240009000320,97
240009000322,86
240009000323,61
240009000326,86
240009000328,93
240009000329,92
240009000330,69
240009000331,97
240009000332,98
240009000334,99
240009000335,99
240009000336,88
240009000337,95
240009000339,83
240009000340,95
240009000571,89
240009000602,93
240009000883,60
240009000884,95
240009000885,0
240009001098,0
240009001153,99
240009001291,86
240009001297,85
240009001302,82
240009001313,75
240009001324,74
240009001331,75
240009001339,88
240009001343,90
240009001363,97
240009001364,86
240009001369,92
240009001381,78
240009001383,83
240009001385,87
240009001387,90
240009001388,74
240009001390,90
240009001391,26
240009001428,95
240009001430,99
240009001478,40
240009001480,81
240009001527,81
240009001528,92
240009001529,77
240009001530,82
240009001531,79
240009001538,84
240009001558,74
240009001559,81
240009001560,0
240009001562,87
240009001568,0
240009001571,33
240009001631,65
240009001632,68
240009001633,90
240009001654,79
240009001657,38
240009001659,78
240009001661,84
240009001662,85
240009001663,91
240009001664,0
240009001665,84
240009001666,86
240009001670,94
240009001675,88
240009001676,88
240009001677,78
240009001678,83
240009001679,73
240009001680,51
240009001681,86
240009001682,79
240009001689,62
240009001690,67
240009001691,94
240009001693,94
240009001702,84
240009001703,80
240009001705,58
240009001709,76
240009001716,80
240012000012,69
240012000021,27
240012000230,17
240012000248,35
240012000341,53
240012000342,42
240012000344,86
240012000345,70
240012000346,65
240012000347,69
240012000348,74
240012000349,73
240012000350,15
240012000351,45
240012000352,7
240012000353,31
240012000354,25
240012000355,30
240012000356,52
240012000357,79
240012000358,10
240012000359,69
240012000360,69
240012000361,20
240012000362,65
240012000363,45
240012000364,66
240012000365,0
240012000366,30
240012000367,85
240012000369,92
240012000370,80
240012000371,63
240012000372,59
240012000373,20
240012000374,19
240012000375,79
240012000376,79
240012000377,69
240012000379,25
240012000381,44
240012000382,75
240012000383,71
240012000384,58
240012000385,75
240012000386,13
240012000387,10
240012000388,24
240012000389,40
240012000390,31
240012000391,37
240012000395,61
240012000397,25
240012000398,65
240012000399,16
240012000400,47
240012000401,83
240012000402,69
240012000405,69
240012000406,23
240012000407,85
240012000408,75
240012000410,75
240012000411,65
240012000412,56
240012000413,11
240012000415,75
240012000416,59
240012000417,86
240012000419,65
240012000420,30
240012000421,80
240012000424,79
240012000425,70
240012000426,77
240012000429,47
240012000430,72
240012000431,76
240012000432,59
240012000434,69
240012000435,56
240012000436,86
240012000437,44
240012000438,61
240012000439,71
240012000441,35
240012000442,40
240012000443,50
240012000444,52
240012000445,40
240012000446,28
240012000447,28
240012000448,49
240012000449,33
240012000450,37
240012000451,39
240012000452,5
240012000453,65
240012000454,43
240012000455,76
240012000456,6
240012000457,63
240012000458,56
240012000459,63
240012000460,52
240012000461,38
240012000462,5
240012000463,18
240012000464,94
240012000465,5
240012000466,56
240012000467,7
240012000469,88
240012000470,76
240012000471,76
240012000472,60
240012000473,11
240012000474,76
240012000476,5
240012000477,34
240012000478,60
240012000479,13
240012000481,11
240012000482,79
240012000483,40
240012000484,49
240012000487,18
240012000489,71
240012000490,41
240012000491,45
240012000492,42
240012000495,49
240012000497,60
240012000498,73
240012000499,55
240012000500,44
240012000501,77
240012000502,62
240012000503,78
240012000777,90
240012000831,97
240012000910,0
240012000917,0
240012000925,0
240012000935,0
240012000936,24
240012000938,0
240012001159,32
240012001340,81
240012001341,0
240012001346,55
240012001347,52
240012001372,75
240012001405,45
240012001406,32
240012001422,8
240012001431,70
240012001432,7
240012001433,12
240012001434,11
240012001435,65
240012001438,69
240012001439,72
240012001440,68
240012001547,45
240012001574,74
240012001649,78
240012001651,53
240012001653,36
240012001696,6
240012001711,0
240012002945,69
240012090440,65
240012090444,29
240015000022,51
240015000027,14
240015000504,44
240015000505,25
240015000507,30
240015000508,26
240015000509,40
240015000511,15
240015000513,16
240015000514,23
240015000515,9
240015000516,12
240015000517,40
240015000611,29
240015000778,39
240015000790,24
240015000962,0
240015000967,22
240015001102,37
240015001342,11
240015001344,0
240015001392,36
240015001505,14
240015001655,42
240015002946,39
240015090465,12
240018000518,60
240018000519,62
240018000520,46
240018000521,70
240018000522,62
240018000523,49
240018000524,37
240018000525,40
240018000526,55
240018000968,0
240021000052,23
240021000368,32
240021000527,47
240021000529,9
240021000530,29
240021000531,9
240021000532,44
240021000533,22
240021000534,8
240021000535,23
240021000536,24
240021000537,16
240021000538,8
240021000539,10
240021000540,25
240021000541,11
240021000542,18
240021000543,31
240021000544,52
240021000545,22
240021000546,7
240021000547,10
240021000548,57
240021000550,26
240021000551,27
240021000552,13
240021000553,18
240021000554,29
240021000555,23
240021000835,6
240021000977,15
240021000979,0
240021001105,38
240021001161,9
240021001185,24
240021001348,0
240021001349,0
240021001350,0
240021001394,5
240021001414,14
240021001548,55
240021001652,25
240021001672,14
240021001694,63
240021002947,16
240021090466,13
240021090467,29
240024000556,55
240024000557,52
240024000558,31
240024000559,30
240024000560,63
240024000562,46
240024000563,47
240024000564,40
240024000565,35
240024000566,34
240024000567,68
240024000568,48
240024000569,70
240024000570,62
240024000572,42
240024000573,61
240024000574,46
240024000575,35
240024000576,54
240024000577,31
240024000578,39
240024000579,45
240024000580,26
240024000581,73
240024000791,30
240024000984,0
240024001491,36
240024090468,34
240024090469,20
240027000141,35
240027000144,28
240027000380,64
240027000501,33
240027000582,46
240027000583,48
240027000584,56
240027000585,69
240027000586,62
240027000588,50
240027000589,49
240027000591,59
240027000592,42
240027000593,62
240027000594,23
240027000595,41
240027000596,18
240027000597,36
240027000598,26
240027000599,28
240027000600,30
240027000601,22
240027000604,22
240027000606,22
240027000607,35
240027000609,24
240027000610,30
240027000615,32
240027000805,23
240027001162,0
240027001395,94
240027001416,17
240027001492,57
240027001519,30
240027001565,22
240027001647,27
240027001656,34
240030000612,59
240030000614,76
240030000617,84
240030000618,45
240030000619,55
240030000621,69
240030000622,38
240030000624,62
240030000625,37
240030000841,91
240030000989,0
240030000994,0
240030001423,75
240033000159,13
240033000392,9
240033000616,6
240033000620,22
240033000626,42
240033000627,19
240033000628,11
240033000629,22
240033000631,37
240033000632,43
240033000634,32
240033000635,15
240033000636,38
240033000637,24
240033000638,9
240033000639,12
240033000640,11
240033000641,7
240033000642,14
240033000643,7
240033000645,46
240033000646,26
240033000647,63
240033000648,34
240033000649,75
240033000650,30
240033000651,32
240033000652,9
240033000653,31
240033000654,38
240033000655,20
240033000656,24
240033000657,84
240033000658,51
240033000659,28
240033000661,14
240033000807,39
240033000847,4
240033001007,0
240033001011,0
240033001015,32
240033001163,9
240033001165,15
240033001166,41
240033001187,12
240033001355,31
240033001357,44
240033001379,12
240033001409,22
240033001410,0
240033001412,11
240033001413,40
240033001429,5
240033001442,35
240033001521,52
240033001536,9
240033001549,36
240033001550,25
240033001566,19
240033001688,8
240033001712,13
240033001715,10
240033090446,20
240033090470,0
240033090471,42
240033090472,50
240033090473,91
240036000662,49
240036000664,55
240036000665,57
240036000667,71
240036000668,75
240036000671,39
240036000673,31
240036000674,34
240036000675,48
240036000676,28
240036000852,60
240036001351,43
240039000162,22
240039000394,10
240039000468,33
240039000480,65
240039000485,12
240039000678,55
240039000679,42
240039000680,71
240039000681,27
240039000682,15
240039000683,13
240039000684,19
240039000685,31
240039000686,64
240039000687,45
240039000688,77
240039000689,56
240039000690,46
240039000691,7
240039000692,14
240039000693,82
240039000694,22
240039000695,69
240039000696,38
240039000697,31
240039000698,12
240039000700,79
240039000701,11
240039000702,10
240039000703,35
240039000704,43
240039000705,54
240039000706,90
240039000707,30
240039000708,20
240039000709,18
240039000710,15
240039000711,43
240039000712,21
240039000713,58
240039000715,23
240039000716,74
240039000717,8
240039001352,59
240039001380,13
240039001397,15
240039001443,28
240039001638,11
240039001642,15
240039001698,13
240039002948,7
240039090447,13
240039090475,9
240039090476,17
240042000173,8
240042000177,24
240042000396,12
240042000403,4
240042000488,6
240042000633,14
240042000718,11
240042000719,7
240042000720,57
240042000721,4
240042000722,8
240042000723,5
240042000724,2
240042000725,0
240042000727,17
240042000728,19
240042000731,3
240042000732,5
240042000733,42
240042000734,21
240042000735,29
240042000736,8
240042000737,38
240042000738,11
240042000740,33
240042000741,9
240042000742,43
240042000743,12
240042000744,4
240042000745,37
240042000746,40
240042000748,13
240042000749,57
240042000751,49
240042000753,9
240042000754,61
240042000755,44
240042000756,39
240042000757,21
240042000758,22
240042000760,6
240042000761,46
240042000762,32
240042000763,38
240042000764,3
240042000813,4
240042000816,6
240042000822,29
240042000856,20
240042000859,6
240042000860,34
240042001026,4
240042001032,17
240042001115,4
240042001172,17
240042001189,56
240042001200,24
240042001382,10
240042001415,23
240042001437,4
240042001444,12
240042001507,41
240042001522,33
240042001539,3
240042001551,15
240042001552,3
240042001646,20
240042001699,49
240042001700,52
240042001717,35
240042002949,0
240042090448,41
240042090449,3
240042090477,28
240042090478,3
240045000765,69
240045000766,50
240045000768,44
240045000769,59
240045000770,63
240045000772,56
240045001695,45
240048000181,11
240048000185,24
240048000191,47
240048000404,30
240048000409,62
240048000493,33
240048000496,42
240048000502,52
240048000503,27
240048000644,57
240048000660,22
240048000759,64
240048000773,42
240048000776,11
240048000779,2
240048000780,70
240048000781,10
240048000782,7
240048000783,48
240048000784,11
240048000785,6
240048000786,4
240048000787,1
240048000788,94
240048000789,67
240048000792,69
240048000793,3
240048000794,52
240048000796,20
240048000797,61
240048000798,2
240048000799,41
240048000800,20
240048000801,14
240048000803,14
240048000804,18
240048000806,62
240048000808,33
240048000809,1
240048000810,15
240048000814,73
240048000815,25
240048000817,6
240048000818,12
240048000819,11
240048000820,34
240048000821,62
240048000826,58
240048000827,8
240048000828,8
240048000829,37
240048000830,19
240048000832,43
240048000834,53
240048000836,83
240048000837,43
240048000838,44
240048000839,59
240048000840,16
240048000842,80
240048000843,31
240048000844,67
240048000845,65
240048000846,8
240048000848,85
240048000849,4
240048000850,83
240048000851,39
240048000854,74
240048000855,54
240048000857,30
240048000858,78
240048000861,12
240048000862,5
240048000863,20
240048000864,14
240048000867,28
240048000868,28
240048000869,14
240048000872,44
240048000873,40
240048000874,55
240048000875,46
240048000876,13
240048000877,37
240048000878,59
240048000879,62
240048000881,94
240048000887,70
240048000888,34
240048000889,19
240048000890,35
240048000891,51
240048000892,6
240048000893,47
240048000894,36
240048000896,12
240048000897,7
240048000898,3
240048000901,40
240048000902,19
240048000903,25
240048000904,18
240048000907,24
240048000908,49
240048000909,36
240048000912,30
240048000913,68
240048000915,24
240048000916,56
240048000918,35
240048000919,5
240048000920,15
240048000921,15
240048000923,5
240048000924,80
240048000926,44
240048000927,60
240048000929,23
240048000930,61
240048000931,79
240048000932,37
240048000933,27
240048000934,5
240048000937,5
240048000939,65
240048000940,70
240048000941,2
240048000942,8
240048000943,74
240048000944,69
240048000945,4
240048000946,78
240048000947,25
240048000948,1
240048000949,12
240048000950,25
240048000951,59
240048000952,85
240048000953,62
240048000954,56
240048000955,51
240048000956,5
240048000957,12
240048000958,2
240048000959,21
240048000961,20
240048000963,2
240048001040,27
240048001044,35
240048001045,0
240048001046,0
240048001118,5
240048001122,13
240048001127,37
240048001128,45
240048001181,16
240048001207,56
240048001362,13
240048001365,25
240048001366,48
240048001398,54
240048001417,45
240048001441,23
240048001446,60
240048001447,6
240048001448,50
240048001450,12
240048001451,0
240048001452,10
240048001454,64
240048001455,16
240048001456,19
240048001457,48
240048001458,48
240048001460,38
240048001494,68
240048001508,48
240048001509,22
240048001510,65
240048001511,39
240048001512,51
240048001513,13
240048001514,24
240048001523,71
240048001524,18
240048001525,50
240048001526,7
240048001537,82
240048001541,29
240048001543,14
240048001567,36
240048001572,71
240048001635,0
240048001643,76
240048001673,28
240048001713,27
240048009000,2
240048090450,48
240048090451,26
240048090452,67
240048090453,65
240048090454,19
240048090455,24
240048090456,53
240048090479,57
240048090480,48
240051000200,28
240051000414,25
240051000500,52
240051000510,93
240051000512,55
240051000714,64
240051000729,88
240051000865,63
240051000866,42
240051000870,29
240051000965,88
240051000966,65
240051000969,64
240051000970,56
240051000971,66
240051000972,55
240051000973,43
240051000974,78
240051000975,86
240051000978,67
240051000982,34
240051000985,85
240051000987,67
240051000988,30
240051000990,24
240051000991,82
240051000992,41
240051000993,89
240051000995,87
240051000997,71
240051000998,80
240051000999,85
240051001000,86
240051001001,74
240051001002,60
240051001003,51
240051001004,78
240051001006,84
240051001009,80
240051001010,59
240051001012,84
240051001013,77
240051001014,80
240051001017,49
240051001018,74
240051001019,81
240051001021,81
240051001023,54
240051001024,71
240051001027,37
240051001029,63
240051001030,83
240051001031,89
240051001033,66
240051001034,80
240051001035,52
240051001036,31
240051001038,42
240051001039,60
240051001041,79
240051001042,94
240051001043,52
240051001047,78
240051001049,63
240051001050,78
240051001051,38
240051001052,30
240051001053,80
240051001054,0
240051001056,20
240051001058,42
240051001059,72
240051001060,83
240051001061,0
240051001062,0
240051001063,69
240051001064,75
240051001065,78
240051001066,56
240051001067,0
240051001068,79
240051001069,66
240051001071,85
240051001072,59
240051001075,79
240051001077,24
240051001078,88
240051001082,67
240051001085,89
240051001087,93
240051001089,46
240051001090,73
240051001092,53
240051001093,89
240051001094,67
240051001095,59
240051001097,66
240051001100,43
240051001101,44
240051001103,31
240051001106,52
240051001108,61
240051001110,90
240051001112,86
240051001113,71
240051001114,67
240051001117,82
240051001119,82
240051001121,70
240051001123,42
240051001124,79
240051001126,66
240051001129,55
240051001130,58
240051001131,37
240051001132,46
240051001133,61
240051001134,71
240051001135,73
240051001136,80
240051001137,82
240051001138,95
240051001139,91
240051001140,95
240051001142,88
240051001144,40
240051001146,90
240051001148,58
240051001150,80
240051001152,30
240051001154,81
240051001155,83
240051001158,65
240051001160,85
240051001164,52
240051001167,40
240051001169,33
240051001170,58
240051001171,89
240051001173,88
240051001174,42
240051001175,64
240051001176,91
240051001177,31
240051001178,55
240051001179,74
240051001180,55
240051001182,48
240051001183,86
240051001184,88
240051001186,88
240051001188,40
240051001208,89
240051001211,79
240051001217,51
240051001222,72
240051001223,47
240051001245,27
240051001251,32
240051001257,91
240051001272,68
240051001354,61
240051001368,84
240051001370,0
240051001384,50
240051001386,87
240051001418,66
240051001419,62
240051001424,77
240051001453,75
