NCESSCH,free_lunches
64258009464,33
64258010147,56
64260006973,80
64263006974,0
64271006977,75
64271006978,56
64271006979,63
64271007370,74
64275006980,25
64281009208,53
64281009209,59
64281010537,38
64290006984,76
64290011818,85
64293006985,71
64293006986,58
64293006987,69
64293007372,71
64296006988,85
64296006989,88
64296010150,91
64296012038,84
64299006990,44
64299006992,40
64299006993,49
64299007146,46
64299012208,46
64299012410,46
64299013702,5
64308006998,74
64308006999,86
64308007001,86
64308007002,62
64308007005,62
64308007006,44
64308007007,79
64308007008,77
64308007010,74
64308007011,59
64308007012,42
64308007901,70
64308008434,0
64308008435,72
64308009466,84
64308011380,60
64308012745,47
64314007013,11
64317007014,86
64320004118,79
64320007015,60
64320007016,68
64338007024,69
64338007026,62
64338010427,50
64341007027,50
64341007452,0
64341007904,83
64347004175,45
64347007028,69
64347007029,90
64347007030,61
64347007031,91
64347007032,93
64347007033,93
64347007034,96
64347007035,76
64347007036,61
64347007037,99
64347007039,52
64347007041,58
64347008658,77
64347010154,38
64347011377,81
64347011519,41
64347011520,58
64347011930,61
64356001137,51
64356007042,72
64356007043,81
64356007044,62
64356007045,82
64356007048,46
64356007284,57
64356010156,49
64356011215,21
64356011216,86
64356011884,20
64356012266,39
64356012413,52
64356012831,0
64356012910,29
68450003493,26
68450007050,5
68450007051,2
68450007052,10
68450007053,33
68450007054,17
68450007055,12
68450007056,10
68450007058,17
68450007059,21
68450007060,16
68450007062,14
68450007063,50
68450007064,9
68450007065,6
68450007066,13
68450007067,14
68450007068,19
68450007069,20
68450007070,2
68450007373,8
68450007374,22
68450007375,11
68450007376,15
68450007598,7
68450008251,6
68450008252,9
68450009211,11
68450009212,13
68450009467,5
68450009468,17
68450010267,13
68450010572,11
68450012137,0
68450012151,0
68450013238,15
69100106970,64
69100109474,60
69100205704,82
69100209213,91
69100209214,86
69100211953,44
69100213670,78
69100213700,81
69100213718,81
69100308686,54
69100309215,85
69100310746,53
69100311572,80
69100404431,38
69100407491,0
69100407910,0
69100503940,15
69100509216,0
69100509217,54
69100510472,45
69100510748,56
69100510749,10
69100510750,57
69100512043,82
69100512255,52
69100512486,0
69100601981,30
69100602957,98
69100607386,79
69100609218,27
69100610766,75
69100611579,0
69100612293,0
69100612669,0
69100612762,19
69100707958,96
69100709219,98
69100709220,83
69100710481,83
69100710482,87
69100710789,81
69100711584,54
69100712427,77
69100712597,0
69100713018,88
69100803076,0
69100807086,85
69100808479,60
69100809221,80
69100812983,22
69100909223,56
69100910793,85
69100910794,89
69100910795,75
69100910797,75
69100910798,77
69100911934,43
69101007929,72
69101009224,97
69101100411,54
69101104487,0
69101108490,0
69101110804,0
69101112197,87
69101112555,91
69101112832,0
69101113673,96
69101113704,95
69101207112,0
69101207502,76
69101208491,26
69101209226,99
69101212450,88
69101212948,87
69101309227,62
69101309228,62
69101310509,78
69101313429,0
69101407934,79
69101410510,90
69101411608,0
69101413724,64
69101502050,63
69101507124,46
69101510229,70
69101510512,0
69101707126,83
69101708131,95
69101708731,0
69101709021,93
69101710539,94
69101710949,0
69101710950,0
69101712301,93
69101804617,0
69101807135,28
69101809230,63
69101811913,0
69101909023,75
69101910551,95
69101910956,0
69101911685,73
69102007147,74
69102008217,71
69102008737,95
69102009233,68
69102010960,55
69102010961,86
69102011944,90
69102107551,57
69102108529,73
69102109234,64
69102110557,75
69102111695,33
69102112152,50
69102112864,28
69102113148,10
69102200721,0
69102207574,75
69102209235,68
69102212072,0
69102307155,45
69102308230,83
69102311699,0
69102311839,46
69102311840,45
69102311877,53
69102311940,49
69102311975,49
69102311992,55
69102312339,73
69102312369,56
69102312700,0
69102312706,0
69102407578,11
69102407991,16
69102409236,85
69102410567,68
69102413076,67
69102509030,10
69102509237,89
69102510573,76
69102511859,45
69102513072,14
69102607567,72
69102609031,80
69102609238,69
69102610577,48
69102611707,35
69102612985,71
69102612986,61
69102613302,0
69102613694,63
69102613730,42
69102711051,51
69102711052,53
69102711053,73
69102711055,98
69102711056,67
69102711057,51
69102711058,66
69102712343,55
69102712959,85
69102809240,54
69102810171,43
69102907174,59
69102908285,84
69102908286,26
69102908287,64
69102909241,56
69102911088,0
69102912150,63
69102912618,65
69102912678,82
69103009244,16
69103010374,23
69103010620,11
69103012068,0
69103012110,0
69103012115,0
69103012121,0
69103012136,0
69103012148,0
69103012159,97
69103012496,99
69103012550,55
69103012873,0
69103012912,0
69103012933,0
69103012951,0
69103012978,0
69103013087,0
69103013127,0
69103013131,0
69103013171,0
69103013174,0
69103013197,0
69103013682,64
69103013693,99
69103107179,42
69103107355,0
69103110650,86
69103110651,63
69103111968,49
69103112462,79
69103112662,68
69103209246,83
69103209247,49
69103210655,80
69103211281,74
69103309043,30
69103309248,93
69103311960,62
69103312003,73
69103312025,82
69103312367,67
69103407192,36
69103409249,43
69103410658,72
69103411434,0
69103412199,0
69103413078,0
69103413128,0
69103507782,74
69103509045,69
69103509250,45
69103511316,77
69103511441,83
69103511442,0
69103511792,4
69103511864,82
69103512016,6
69103512198,92
69103512225,88
69103512478,88
69103512575,17
69103512625,48
69103512654,19
69103512668,77
69103512827,81
69103513000,0
69103513048,79
69103513073,84
69103513200,0
69103513485,22
69103513640,7
69103608020,26
69103608363,8
69103609251,22
69103610668,24
69103702799,48
69103707220,88
69103710178,0
69103710670,90
69103711800,45
69103712305,75
69103712346,40
69103712364,57
69103807221,0
69103809252,50
69103812203,72
69104007225,29
69104009253,81
69104010682,32
69104107228,65
69104107887,66
69104108409,36
69104109050,92
69104111486,98
69104112249,37
69104113669,55
69104201832,0
69104207231,66
69104211997,74
69104307232,59
69104309256,0
69104310442,47
69104310443,68
69104310699,76
69104312126,0
69104312996,0
69104407233,0
69104410444,57
69104411525,30
69104508660,71
69104509053,98
69104509257,54
69104510445,53
69104510700,89
69104512387,44
69104512862,31
69104601850,29
69104607471,53
69104608427,57
69104612685,0
69104613617,0
69104709258,96
69104709260,50
69104710708,92
69104711537,73
69104711829,22
69104712541,3
69104712617,15
69104712801,22
69104713266,0
69104805572,55
69104807478,69
69104809261,94
69104809262,65
69104811993,90
69104812258,78
69104907243,51
69104910343,84
69104910713,80
69104911976,77
69104912919,69
69105104257,98
69105104288,99
69105106830,68
69105108672,0
69105109264,0
69105109265,0
69105110546,45
69105110947,73
69105112283,66
69105112844,69
69105112901,10
69105113008,36
69105204685,0
69105206046,44
69105208742,0
69105210967,0
69105212994,93
69105212995,40
69105213123,45
69105213701,0
69105213710,0
69105806965,50
69106308462,86
69106308694,64
69106310184,0
69106310476,50
69106310477,0
69106310762,63
69106310763,85
69106311577,49
69106311883,63
69107804580,21
69107807106,89
69107808006,81
69107808010,74
69107808012,28
69107809663,2
69107810186,26
69107810231,59
69107810853,92
69107810894,97
69107810895,94
69107810897,74
69107811974,96
69107812626,96
69107812637,94
69107812649,94
69107812653,96
69107812665,98
69107812673,91
69107812675,96
69107812680,91
69107812682,85
69107812696,95
69107812707,63
69107812710,97
69107812714,0
69107812732,87
69107812742,94
69107812743,91
69107812747,90
69107812757,97
69107812775,0
69107812777,95
69107812802,93
69107812804,0
69107812925,93
69107813159,40
69107813536,94
69107813591,96
69109000651,57
69109003303,86
69109008161,65
69109303758,84
69109307543,0
69109308525,0
69109309063,88
69110208554,56
69110210576,0
69110211706,50
69111109270,27
69111109472,78
69111109473,0
69111110647,52
69112008098,0
69112012428,0
69112206289,31
69112209271,96
69112210678,53
69112212709,57
69113410212,81
69113410214,75
69113410215,89
69113410216,91
69113410217,80
69113410218,81
69113501028,74
69113502468,90
69113507224,93
69113510283,72
69113510284,75
69113510285,86
69113510286,89
69113510287,85
69113510288,66
69113510290,82
69113511045,90
69113511047,77
69113511048,70
69113511049,71
69113511232,81
69113511243,81
69113511723,83
69113511724,84
69113511725,85
69113512262,80
69113512749,50
69113513435,0
69113603761,47
69113610297,77
69113610298,59
69113707914,0
69113710339,70
69113710340,65
69113710341,57
69113711828,0
80000100214,44
80000100215,35
80000101428,51
80000400709,0
80001601745,57
80001601819,69
80001601820,76
80001601821,52
80001701816,57
80001701817,62
80001701818,55
80001801741,50
80001801742,54
80001901743,24
80001901744,22
80002001612,78
80002001720,74
80002001876,83
80002001912,26
80002001913,23
80002001915,54
80002001926,63
80002001998,32
80002002010,58
80002002018,14
80002002033,52
80002006305,25
80002006310,25
80002006320,91
80002006338,64
80002006365,88
80002006390,45
80002006418,7
80002006437,27
80002006467,31
80002006478,27
80002006480,81
80002006502,4
80002006542,27
80002006579,88
80002006585,79
80002006586,60
80002006589,29
80002006595,24
80002006596,16
80002306410,0
80028206600,0
80192000001,8
80192000002,12
80192000003,37
80192000004,17
80192000005,7
80192000007,21
80192000008,12
80192000123,12
80192000531,23
80192000858,30
80192001319,18
80192001320,41
80192001321,15
80192001387,31
80192001402,19
80192001429,11
80192001430,48
80192001462,17
80192001496,15
80192001592,6
80192001593,21
80192001643,13
80192001644,9
80192001645,8
80192001842,10
80192001905,7
80192001931,6
80192001943,6
80192006329,5
80192006336,12
80192006434,0
80192006447,4
80195000009,89
80195000010,77
80195000011,87
80195000012,82
80195000013,86
80195000015,88
80195000016,82
80195000017,87
80195000018,77
80195000019,84
80195000404,75
80195001307,51
80195001947,43
80198000020,50
80201000022,32
80201000023,19
80204000024,51
80204000025,31
80207000026,73
80207000027,58
80207006459,82
80207006508,73
80213000033,57
80213000035,61
80213001464,71
80219000038,55
80219000039,36
80219000040,58
80219001828,0
80222000041,48
80222000042,52
80226000508,51
80226000509,51
80226001972,52
80228000045,6
80228000046,6
80228000047,6
80228001703,0
80228001982,0
80231000049,57
80231000050,39
80231001466,53
80234000052,90
80234000054,77
80234000055,84
80234000056,71
80234000057,71
80234000058,87
80234000059,58
80234000060,85
80234000061,90
80234000062,88
80234000063,62
80234000064,74
80234000066,66
80234000067,84
80234000068,83
80234000069,82
80234000070,84
80234000072,89
80234000073,72
80234000074,83
80234000075,90
80234000076,83
80234000077,85
80234000078,83
80234000079,87
80234000080,89
80234000081,81
80234000082,90
80234000083,80
80234000084,52
80234000085,68
80234001294,61
80234001295,50
80234001296,64
80234001322,55
80234001323,72
80234001324,79
80234001388,70
80234001389,44
80234001432,46
80234001627,77
80234001674,20
80234001759,48
80234001789,4
80234001881,36
80234001882,80
80234001916,60
80234001927,85
80234002009,31
80234006318,57
80234006322,61
80234006399,55
80234006411,77
80234006424,93
80234006440,0
80234006451,48
80234006476,55
80234006483,45
80234006495,60
80237000086,34
80237000087,29
80237001325,37
80240000088,26
80240000089,32
80240000090,23
80243000091,41
80243000092,24
80243000093,38
80243001751,0
80243001826,0
80246000094,75
80246000095,62
80249000099,3
80249000100,30
80249000101,18
80249000102,28
80249000103,13
80249000104,29
80249000106,40
80249000107,28
80249000108,26
80249000109,59
80249000110,21
80249000111,6
80249000112,15
80249000113,50
80249000114,7
80249000115,13
80249000116,15
80249000117,13
80249000118,10
80249000119,48
80249000120,17
80249000121,23
80249000122,41
80249000124,13
80249000125,11
80249000128,33
80249000129,6
80249000130,27
80249000131,23
80249000132,9
80249000134,5
80249000135,51
80249000139,38
80249000465,0
80249001219,60
80249001227,18
80249001243,10
80249001365,29
80249001376,7
80249001403,65
80249001467,58
80249001517,7
80249001518,3
80249001573,11
80249001630,18
80249001631,47
80249001632,7
80249001758,14
80249001771,6
80249001792,7
80249002013,31
80249006154,15
80249006199,5
80249006200,44
80249006463,12
80249006557,0
80249006571,16
80252000140,67
80252000141,70
80252001728,13
80255000142,51
80255000143,35
80258000144,19
80258000146,51
80258000148,81
80258000149,62
80258000150,77
80258000151,53
80258000152,65
80258000729,50
80258001377,56
80258001729,24
80258001822,44
80258001948,43
80258001949,45
80258001950,36
80258002003,37
80258006325,13
80258006326,23
80258006343,16
80258006362,45
80258006377,26
80258006401,26
80258006420,40
80258006465,13
80258006474,23
80258006549,16
80258006575,0
80261000153,56
80261000154,43
80261000155,64
80261000156,50
80264000157,30
80264000158,38
80264000159,43
80264006155,47
80264006485,0
80267000160,48
80267000161,53
80267000162,31
80270000163,49
80270000164,41
80270006548,46
80273000167,45
80273000168,33
80273000510,46
80276000169,72
80276000170,68
80279000171,60
80279000172,41
80279000173,64
80279000174,67
80279000175,63
80279000176,72
80279001433,53
80279001538,28
80279006536,23
80285000177,90
80285000178,91
80285000179,93
80285002008,73
80285006513,27
80288000180,55
80288000181,63
80288000182,58
80291000034,21
80291000183,39
80291000184,13
80291000185,13
80291000186,11
80291000187,4
80291000188,5
80291000190,12
80291000191,66
80291000192,6
80291000193,7
80291000194,76
80291000195,7
80291000196,54
80291000197,38
80291000198,41
80291000199,36
80291000200,62
80291000201,67
80291000202,38
80291000203,27
80291000204,64
80291000206,18
80291000207,14
80291000208,6
80291000763,5
80291001152,0
80291001272,52
80291001273,17
80291001297,51
80291001328,48
80291001329,49
80291001330,21
80291001378,44
80291001390,8
80291001404,13
80291001405,19
80291001468,45
80291001514,8
80291001625,18
80291001670,18
80291001671,17
80291001672,23
80291001710,11
80291001711,19
80291001831,22
80291001878,22
80291001879,16
80291001880,32
80291001951,14
80291002032,6
80291006156,26
80291006182,78
80291006183,21
80291006301,14
80291006344,0
80291006367,9
80291006452,4
80291006544,5
80291006563,0
80294000209,16
80294000210,42
80294000211,9
80294000212,9
80294000213,6
80294001326,22
80294001391,4
80294001535,14
80294001591,13
80294006370,24
80294006402,28
80300000217,27
80300000218,48
80300001332,9
80300001999,19
80300006157,38
80303000219,33
80303000220,29
80303001434,0
80303006288,28
80306000222,64
80306000223,0
80306000224,82
80306000225,20
80306000226,81
80306000227,71
80306000228,43
80306000231,78
80306000232,76
80306000234,67
80306000236,61
80306000238,74
80306000239,88
80306000240,65
80306000241,44
80306000242,73
80306000243,47
80306000245,81
80306000247,60
80306000248,0
80306000251,66
80306000252,81
80306000253,82
80306000254,69
80306000255,87
80306000256,67
80306000257,47
80306000258,57
80306000260,92
80306000262,89
80306000263,58
80306000265,21
80306000266,41
80306000267,58
80306000268,37
80306000271,0
80306000272,76
80306000274,84
80306000275,90
80306001274,52
80306001299,40
80306001318,69
80306001379,53
80306001435,20
80306001470,26
80306001589,36
80306001641,36
80306001642,40
80306001683,30
80306001841,31
80306001888,62
80306006316,78
80306006317,22
80306006319,55
80306006342,48
80306006379,83
80306006416,84
80306006421,87
80306006428,52
80306006456,22
80306006580,52
80309000235,66
80309000833,60
80309000835,67
80309000837,45
80309000838,80
80309000839,66
80309000840,46
80309000841,57
80309001093,80
80309001692,48
80312000276,49
80312000277,62
80315000278,69
80315000279,56
80318000280,67
80318000281,64
80321000282,54
80321000283,80
80321001519,71
80324000285,51
80324000286,45
80327000287,55
80327000288,39
80330000289,73
80330000290,52
80330000292,70
80333000293,53
80333000295,49
80333000296,57
80333000297,46
80333000298,64
80333000299,51
80333000300,43
80333000301,66
80333000304,36
80333001334,48
80333001335,40
80333001337,56
80333001806,0
80333001893,72
80333001930,33
80333001934,0
80333001953,56
80333002001,23
80333002024,29
80333006509,19
80336000305,97
80336000306,95
80336000307,42
80336000309,95
80336000311,95
80336000312,93
80336000313,87
80336000317,47
80336000318,8
80336000319,46
80336000320,88
80336000322,87
80336000323,15
80336000324,71
80336000325,98
80336000327,93
80336000328,95
80336000329,89
80336000330,90
80336000331,11
80336000332,96
80336000336,92
80336000337,94
80336000338,35
80336000340,39
80336000341,93
80336000345,45
80336000346,0
80336000347,97
80336000349,95
80336000351,95
80336000352,55
80336000353,78
80336000354,95
80336000355,95
80336000357,88
80336000359,92
80336000361,55
80336000362,96
80336000363,87
80336000364,58
80336000365,84
80336000367,73
80336000368,97
80336000369,77
80336000370,98
80336000371,97
80336000372,90
80336000375,27
80336000377,57
80336000378,86
80336000379,74
80336000380,81
80336000384,67
80336000385,75
80336000386,45
80336000387,99
80336000388,93
80336000389,85
80336000390,48
80336000391,24
80336000398,77
80336000399,79
80336000400,98
80336000401,93
80336000403,74
80336000406,85
80336000407,98
80336000408,72
80336000410,10
80336000411,85
80336000412,13
80336000414,97
80336000415,36
80336000417,54
80336000418,76
80336000419,31
80336000420,56
80336000421,98
80336000423,94
80336000424,99
80336000426,93
80336001276,93
80336001338,80
80336001380,85
80336001406,88
80336001522,58
80336001524,8
80336001574,14
80336001575,89
80336001576,95
80336001635,95
80336001636,35
80336001637,96
80336001679,27
80336001724,99
80336001738,60
80336001739,95
80336001750,36
80336001764,95
80336001767,3
80336001776,79
80336001795,80
80336001833,48
80336001834,91
80336001835,37
80336001837,0
80336001838,61
80336001839,74
80336001862,81
80336001864,90
80336001865,99
80336001867,35
80336001869,98
80336001870,0
80336001894,85
80336001917,52
80336001928,93
80336001933,73
80336001955,33
80336001957,16
80336002012,96
80336006328,73
80336006332,16
80336006345,0
80336006364,93
80336006389,95
80336006398,96
80336006441,86
80336006442,83
80336006443,84
80336006444,95
80336006445,97
80336006448,92
80336006449,88
80336006450,73
80336006453,59
80336006457,90
80336006473,51
80336006477,94
80336006479,94
80336006482,12
80336006486,73
80336006490,96
80336006491,78
80336006514,84
80336006515,84
80336006516,82
80336006517,81
80336006518,6
80336006519,92
80336006520,88
80336006521,96
80336006522,84
80336006523,76
80336006524,8
80336006525,95
80336006527,82
80336006528,89
80336006537,93
80336006541,77
80336006543,90
80336006545,83
80336006546,77
80336006547,97
80336006551,97
80336006553,94
80336006554,87
80336006555,65
80336006556,80
80336006559,15
80336006562,21
80336006566,52
80336006568,48
80336006569,89
80336006570,21
80336006572,27
80336006574,81
80336006576,90
80336006582,81
80336006583,73
80336006584,29
80336006590,85
80336006591,85
80336006592,79
80336006593,71
80336006599,83
80339000237,26
80339000430,50
80339000431,40
80339000432,35
80342000429,45
80342000435,48
80342001958,0
80345000044,6
80345000436,20
80345000437,27
80345000438,14
80345000439,23
80345000440,14
80345000441,12
80345000442,7
80345000443,7
80345000444,25
80345000445,9
80345000446,46
80345000447,44
80345000492,6
80345000812,1
80345001250,7
80345001275,4
80345001279,5
80345001288,8
80345001339,11
80345001341,8
80345001407,14
80345001437,10
80345001474,1
80345001475,17
80345001476,11
80345001497,19
80345001526,10
80345001527,3
80345001528,8
80345001529,7
80345001577,6
80345001578,11
80345001581,6
80345001582,17
80345001583,19
80345001584,2
80345001585,8
80345001638,14
80345001639,5
80345001680,4
80345001736,7
80345001740,5
80345001747,7
80345001748,7
80345001757,13
80345001785,10
80345001809,10
80345001840,7
80345001874,8
80345001875,9
80345001896,2
80345001897,4
80345001900,2
80345001918,13
80345001959,16
80345001960,12
80345001961,3
80345001962,3
80345001963,2
80345002011,0
80345003172,11
80345006152,9
80345006159,6
80345006218,0
80345006219,12
80345006299,12
80345006309,2
80345006337,15
80345006341,6
80345006368,6
80345006371,21
80345006372,1
80345006391,63
80345006392,16
80345006400,9
80345006404,10
80345006455,4
80345006472,8
80345006492,5
80345006493,6
80345006494,1
80345006577,72
80345006578,74
80345006588,6
80348000448,21
80348000449,50
80348000450,40
80348000452,28
80348000453,36
80348000454,38
80348000455,21
80348000456,36
80348000457,38
80348001066,40
80348006353,0
80348006597,46
80351000458,30
80351000459,58
80351001277,51
80354000461,39
80354000462,51
80354000463,37
80354000468,28
80354000851,2
80354001309,28
80354001478,46
80354001530,79
80354001531,64
80354001721,43
80354001722,15
80354001723,48
80354001756,39
80354006221,51
80354006222,69
80354006324,0
80354006366,78
80354006422,2
80354006533,11
80360000474,35
80360000475,34
80360000476,26
80360000477,46
80360001986,38
80363000478,65
80363001278,57
80363001901,0
80369000480,23
80369000481,25
80372000048,0
80372000482,23
80372000483,15
80372001479,29
80372001532,22
80372001586,10
80372001775,48
80372001798,0
80375000484,70
80375000485,60
80375001735,70
80378000029,65
80378000486,48
80378000488,68
80378000489,73
80378000491,46
80378000497,80
80378001310,45
80378001772,44
80378006331,69
80381000498,44
80381000499,39
80381000500,29
80381006426,0
80384000501,58
80384000502,48
80384000503,32
80384000622,43
80384001695,36
80387000504,48
80387000505,46
80387000506,18
80387000507,15
80387001393,45
80387001438,23
80387001537,32
80387001594,28
80387001686,15
80387001799,31
80387001843,12
80387001844,16
80387001898,23
80387001899,24
80387002000,16
80387002027,12
80387002035,35
80387006386,12
80387006393,67
80387006403,34
80387006408,20
80387006462,7
80393000511,42
80393000512,31
80396000514,44
80396000515,64
80396000516,54
80396001595,57
80396006470,0
80399000147,25
80399000165,18
80399000517,36
80399000519,54
80399000520,47
80399000521,25
80399000522,45
80399000523,39
80399000524,33
80399000525,38
80399000526,25
80399000527,35
80399000528,31
80399000533,75
80399000536,69
80399000537,12
80399000539,46
80399000541,35
80399000542,77
80399000543,31
80399000544,38
80399000545,26
80399000546,27
80399000547,45
80399000548,40
80399000551,39
80399000573,56
80399000574,34
80399000583,60
80399000606,8
80399001091,14
80399001280,26
80399001408,40
80399001409,33
80399001440,12
80399001480,26
80399001498,49
80399001608,4
80399001717,16
80399001727,3
80399001848,9
80399001849,7
80399001938,66
80399001973,15
80399006161,35
80399006162,29
80399006315,32
80399006334,32
80399006380,3
80399006431,30
80399006564,21
80399006573,22
80402000552,62
80402000553,70
80402000554,67
80402001366,73
80405000556,73
80405000557,56
80405000558,72
80405000559,66
80405001281,71
80405001610,70
80405001611,81
80405006298,84
80408000096,53
80408000560,69
80408000561,50
80408000562,41
80408000563,48
80408000564,43
80408000565,48
80408000566,71
80408000856,60
80408001481,40
80408006330,26
80408006481,35
80411000567,43
80411000568,42
80411001981,63
80414000571,0
80414000572,86
80414001856,0
80420000575,56
80420000576,56
80420000577,57
80420000578,47
80420000579,61
80420000580,43
80423000581,30
80423001298,26
80426000133,43
80426000582,40
80426000584,38
80426000586,57
80426000587,40
80426000588,20
80426000589,54
80426000590,41
80426001505,6
80426001540,49
80426001596,30
80426001597,34
80429000592,61
80429000593,61
80432000594,25
80432000595,40
80432000596,26
80432001343,34
80432001780,57
80435000205,21
80435000597,30
80435000598,60
80435000599,19
80435000600,43
80435000601,55
80435000602,79
80435000605,45
80435000608,32
80435000609,20
80435000610,59
80435000611,44
80435000612,33
80435000613,51
80435000615,31
80435000616,80
80435000618,46
80435000619,52
80435000620,41
80435000621,37
80435000623,51
80435000624,27
80435000625,39
80435000626,46
80435000627,41
80435000629,31
80435001344,42
80435001345,64
80435001346,37
80435001347,21
80435001552,6
80435001656,54
80435001657,83
80435001691,75
80435001850,59
80435001980,17
80435001992,61
80435002020,25
80435002030,32
80435006346,0
80435006374,73
80435006384,19
80435006414,0
80435006471,0
80435006487,0
80435006498,18
80435006581,13
80438000630,56
80438000631,43
80438001368,52
80438001909,52
80441000633,92
80441000634,80
80441000636,98
80441000637,63
80441000638,96
80441000639,84
80441000640,66
80441000641,65
80441000642,80
80441000645,90
80441000646,92
80441000648,72
80441000649,77
80441000650,76
80441001291,83
80441001312,41
80441001482,95
80441001483,39
80441001614,22
80441001615,6
80441001696,31
80441001788,67
80441001988,62
80441001989,51
80441001990,92
80441006355,0
80441006461,71
80441006469,97
80441006504,37
80441006505,54
80441006506,39
80441006552,63
80444000652,41
80444000653,22
80447000655,11
80447000656,22
80447001507,38
80447001600,32
80447001968,42
80450000661,60
80450006304,76
80453000662,83
80453000663,90
80453000665,77
80453000666,73
80453000667,70
80453000668,82
80453000669,78
80453000670,85
80453000671,86
80453000672,88
80453001314,83
80453001369,73
80453001370,67
80453001382,68
80453001443,79
80453001484,67
80453001533,76
80453001781,32
80453001902,46
80453001903,67
80453001964,42
80453001965,56
80453006425,88
80453006535,70
80456000673,34
80456000674,22
80459000675,37
80459000676,41
80459001348,29
80462001969,30
80465000679,48
80465000680,21
80465001282,39
80468000681,70
80468000682,82
80468006405,67
80471000683,51
80471000684,40
80474000685,52
80474000686,50
80474001978,48
80477000687,0
80477000688,48
80477000689,41
80477001444,50
80480000691,81
80480000692,75
80480000694,70
80480000695,27
80480000696,43
80480000697,38
80480000698,33
80480000699,56
80480000701,8
80480000702,45
80480000703,49
80480000704,18
80480000705,37
80480000706,33
80480000707,21
80480000708,55
80480000710,7
80480000711,13
80480000712,26
80480000713,29
80480000714,41
80480000716,88
80480000717,93
80480000718,11
80480000719,8
80480000720,66
80480000721,7
80480000722,54
80480000724,62
80480000725,67
80480000726,40
80480000731,63
80480000733,27
80480000734,34
80480000735,43
80480000736,25
80480000737,29
80480000738,16
80480000739,88
80480000741,38
80480000742,22
80480000743,32
80480000744,82
80480000745,12
80480000747,33
80480000748,81
80480000749,69
80480000750,21
80480000751,60
80480000752,85
80480000754,10
80480000756,25
80480000757,14
80480000758,89
80480000759,14
80480000760,58
80480000762,86
80480000765,39
80480000768,17
80480000769,44
80480000770,40
80480000771,57
80480000772,35
80480000773,83
80480000774,74
80480000775,37
80480000776,26
80480000777,4
80480000778,14
80480000780,57
80480000781,14
80480000782,72
80480000783,83
80480000784,52
80480000785,82
80480000787,39
80480000788,25
80480000790,74
80480000791,0
80480000792,70
80480000793,26
80480000794,71
80480000795,20
80480000796,37
80480000797,0
80480000798,32
80480000799,65
80480000800,16
80480000801,57
80480000803,47
80480000804,65
80480000805,15
80480000913,4
80480000964,8
80480000975,16
80480000988,44
80480000991,25
80480001006,19
80480001009,14
80480001028,20
80480001036,23
80480001044,38
80480001054,19
80480001056,17
80480001283,23
80480001315,14
80480001316,7
80480001317,48
80480001349,22
80480001350,35
80480001372,30
80480001383,14
80480001384,40
80480001385,29
80480001395,9
80480001446,32
80480001447,20
80480001448,13
80480001450,10
80480001451,14
80480001486,31
80480001487,30
80480001500,20
80480001508,18
80480001542,15
80480001543,17
80480001546,11
80480001548,33
80480001549,5
80480001603,7
80480001605,20
80480001606,48
80480001607,7
80480001649,0
80480001746,9
80480001766,1
80480001797,10
80480001807,2
80480001812,3
80480001907,65
80480001919,17
80480001920,21
80480001921,11
80480001922,15
80480001923,4
80480001970,18
80480002014,83
80480002036,28
80480006163,52
80480006164,4
80480006255,0
80480006256,42
80480006306,68
80480006307,46
80480006311,15
80480006347,29
80480006438,0
80480006439,15
80480006466,17
80480006489,83
80480006510,31
80480006511,77
80480006512,86
80480006587,42
80483000807,26
80483000808,50
80483000809,35
80483000810,30
80483001911,17
80483002029,39
80486000811,56
80486000813,50
80486006387,50
80489000814,65
80489000815,77
80489001979,27
80492000816,66
80492000817,48
80492000819,47
80492001760,9
80492002025,62
80492002026,61
80495000820,50
80495000821,31
80495001697,42
80498000822,62
80498000823,65
80501000824,39
80501000825,35
80501001587,41
80504000826,46
80504000827,44
80507000828,38
80507000829,42
80507000830,26
80510000842,67
80510000843,60
80510000844,62
80510000845,69
80510001452,67
80513001974,79
80513001975,85
80513006484,64
80516000853,61
80516000854,51
80519000855,77
80519000857,66
80519000859,78
80519001550,32
80522000860,33
80522000861,71
80522000862,56
80522000864,83
80522000865,82
80522001983,9
80525000866,79
80525000867,82
80525000868,74
80525001782,0
80528000870,53
80528000871,43
80531000764,38
80531000873,9
80531000874,44
80531000875,80
80531000876,29
80531000877,81
80531000878,10
80531000879,38
80531000881,14
80531000882,20
80531000883,21
80531000884,27
80531000885,16
80531000887,22
80531000888,11
80531000889,7
80531000890,38
80531000891,17
80531000893,6
80531001300,7
80531001351,12
80531001515,5
80531001626,21
80534000894,51
80534000895,41
80534006376,45
80537000896,45
80537000897,48
80537000899,25
80537000900,14
80537000901,65
80537000902,36
80537000903,23
80537000904,91
80537000906,0
80537000907,37
80537000908,52
80537000909,44
80537000910,84
80537000911,76
80537000912,75
80537000914,18
80537000915,20
80537000916,75
80537000917,9
80537000918,21
80537000919,0
80537000920,86
80537000921,82
80537000922,0
80537001284,57
80537001373,87
80537001374,72
80537001396,53
80537001455,0
80537001572,37
80537001675,29
80537001737,19
80537001774,34
80537001794,21
80537001814,19
80537001830,27
80537001832,32
80537001886,23
80537001887,19
80537001889,18
80537001890,10
80537001891,53
80537006198,30
80537006381,11
80537006388,16
80537006397,41
80537006409,4
80537006423,25
80537006430,9
80537006530,5
